episode,episode_start_step,episode_end_step,episode_length,termination_reason,urgency_position_ratio_exact,speed_diff_modifier_exact,max_participants_exact,ignore_vehicles_go_exact,total_vehicles_exited,total_collisions,total_deadlocks,max_deadlock_severity,avg_throughput,avg_acceleration,total_controlled_vehicles,total_reward,episode_simulation_time,total_simulation_time,episode_start_time,simulation_start_time,episode_duration_hours,total_duration_hours
670,61029,61032,3,Severe deadlock detected by environment (IMMEDIATE),0.8244529962539673,-2.0,4,45.0,0,0,0,0.0,0.0,1.2619449448807645,25596,-793.0500000000001,107.17,71615.87,2025-09-03 09:19:54,2025-09-02 13:28:05,0.03,19.893
671,61032,61035,3,Severe deadlock detected by environment (IMMEDIATE),2.423905849456787,1.0,3,67.0,0,0,0,0.0,0.0,1.2619449448807645,25600,-793.3000000000001,109.13,71729.54,2025-09-03 09:21:45,2025-09-02 13:28:05,0.03,19.925
672,61035,61038,3,Severe deadlock detected by environment (IMMEDIATE),1.1475955247879028,8.0,5,44.0,0,0,0,0.0,0.0,1.2619449448807645,25605,-793.0500000000001,105.74,71839.95,2025-09-03 09:23:39,2025-09-02 13:28:05,0.029,19.956
673,61038,61041,3,Severe deadlock detected by environment (IMMEDIATE),0.887730062007904,6.0,4,39.0,0,0,0,0.0,0.0,1.2619449448807645,25610,-793.0500000000001,104.8,71949.34,2025-09-03 09:25:29,2025-09-02 13:28:05,0.029,19.986
674,61041,61044,3,Severe deadlock detected by environment (IMMEDIATE),1.1499613523483276,12.0,5,46.0,0,0,0,0.0,0.0,1.2619449448807645,25613,-793.5500000000001,105.33,72059.48,2025-09-03 09:27:19,2025-09-02 13:28:05,0.029,20.017
675,61044,61047,3,Severe deadlock detected by environment (IMMEDIATE),1.1268330812454224,7.0,4,47.0,0,0,0,0.0,0.0,1.2619449448807645,25618,-793.0500000000001,106.47,72170.62,2025-09-03 09:29:09,2025-09-02 13:28:05,0.03,20.047
676,61047,61050,3,Severe deadlock detected by environment (IMMEDIATE),2.119462490081787,-1.0,4,46.0,0,0,0,0.0,0.0,1.2619449448807645,25623,-793.0500000000001,110.13,72286.27,2025-09-03 09:31:01,2025-09-02 13:28:05,0.031,20.08
677,61050,61053,3,Severe deadlock detected by environment (IMMEDIATE),1.9523638486862185,0.0,4,39.0,0,0,0,0.0,0.0,1.2619449448807645,25627,-793.3000000000001,105.81,72396.78,2025-09-03 09:32:56,2025-09-02 13:28:05,0.029,20.11
678,61053,61056,3,Severe deadlock detected by environment (IMMEDIATE),1.5739355087280271,-5.0,4,26.0,0,0,0,0.0,0.0,1.2619449448807645,25632,-793.0500000000001,107.14,72509.55,2025-09-03 09:34:47,2025-09-02 13:28:05,0.03,20.142
679,61056,61059,3,Severe deadlock detected by environment (IMMEDIATE),0.5998859405517578,9.0,5,48.0,0,0,0,0.0,0.0,1.2619449448807645,25637,-793.0500000000001,107.42,72621.68,2025-09-03 09:36:39,2025-09-02 13:28:05,0.03,20.173
680,61059,61062,3,Severe deadlock detected by environment (IMMEDIATE),1.403756022453308,-9.0,4,25.0,0,0,0,0.0,0.0,1.2619449448807645,25641,-793.3000000000001,105.03,72731.19,2025-09-03 09:38:31,2025-09-02 13:28:05,0.029,20.203
681,61062,61065,3,Severe deadlock detected by environment (IMMEDIATE),1.1110048294067385,4.0,5,41.0,0,0,0,0.0,0.0,1.2619449448807645,25646,-793.0500000000001,109.62,72845.73,2025-09-03 09:40:21,2025-09-02 13:28:05,0.03,20.235
682,61065,61068,3,Severe deadlock detected by environment (IMMEDIATE),1.491901993751526,-6.0,5,35.0,0,0,0,0.0,0.0,1.2619449448807645,25649,-793.5500000000001,108.99,72959.42,2025-09-03 09:42:15,2025-09-02 13:28:05,0.03,20.267
683,61068,61071,3,Severe deadlock detected by environment (IMMEDIATE),1.5357657670974731,10.0,5,32.0,0,0,0,0.0,0.0,1.2619449448807645,25654,-793.0500000000001,107.43,73071.29,2025-09-03 09:44:09,2025-09-02 13:28:05,0.03,20.298
684,61071,61074,3,Severe deadlock detected by environment (IMMEDIATE),1.3557597398757937,1.0,4,40.0,0,0,0,0.0,0.0,1.2619449448807645,25658,-793.3000000000001,107.78,73183.92,2025-09-03 09:46:01,2025-09-02 13:28:05,0.03,20.329
685,61074,61077,3,Severe deadlock detected by environment (IMMEDIATE),1.0013525485992432,3.0,4,45.0,0,0,0,0.0,0.0,1.2619449448807645,25662,-793.3000000000001,107.27,73296.06,2025-09-03 09:47:54,2025-09-02 13:28:05,0.03,20.36
686,61077,61080,3,Severe deadlock detected by environment (IMMEDIATE),2.1570613384246826,-1.0,4,42.0,0,0,0,0.0,0.0,1.2619449448807645,25667,-793.0500000000001,106.92,73409.12,2025-09-03 09:49:47,2025-09-02 13:28:05,0.03,20.391
687,61080,61083,3,Severe deadlock detected by environment (IMMEDIATE),1.517948031425476,6.0,5,38.0,0,0,0,0.0,0.0,1.2619449448807645,25672,-793.0500000000001,109.36,73523.27,2025-09-03 09:51:39,2025-09-02 13:28:05,0.03,20.423
688,61083,61086,3,Severe deadlock detected by environment (IMMEDIATE),1.600854754447937,-5.0,5,52.0,0,0,0,0.0,0.0,1.2619449448807645,25676,-793.3000000000001,106.95,73635.1,2025-09-03 09:53:33,2025-09-02 13:28:05,0.03,20.454
689,61086,61089,3,Severe deadlock detected by environment (IMMEDIATE),2.088592052459717,2.0,5,46.0,0,0,0,0.0,0.0,1.2619449448807645,25681,-793.0500000000001,106.29,73745.92,2025-09-03 09:55:25,2025-09-02 13:28:05,0.03,20.485
690,61089,61092,3,Severe deadlock detected by environment (IMMEDIATE),1.747676968574524,1.0,5,32.0,0,0,0,0.0,0.0,1.2619449448807645,25685,-793.3000000000001,104.2,73855.14,2025-09-03 09:57:16,2025-09-02 13:28:05,0.029,20.515
691,61092,61095,3,Severe deadlock detected by environment (IMMEDIATE),1.474067211151123,10.0,5,56.0,0,0,0,0.0,0.0,1.2619449448807645,25690,-793.0500000000001,107.66,73968.31,2025-09-03 09:59:06,2025-09-02 13:28:05,0.03,20.547
692,61095,61098,3,Severe deadlock detected by environment (IMMEDIATE),0.9228874444961548,9.0,4,37.0,0,0,0,0.0,0.0,1.2619449448807645,25694,-793.3000000000001,106.37,74079.49,2025-09-03 10:00:58,2025-09-02 13:28:05,0.03,20.578
693,61098,61101,3,Severe deadlock detected by environment (IMMEDIATE),1.856412410736084,20.0,4,43.0,0,0,0,0.0,0.0,1.2619449448807645,25699,-793.0500000000001,106.89,74191.34,2025-09-03 10:02:49,2025-09-02 13:28:05,0.03,20.609
694,61101,61104,3,Severe deadlock detected by environment (IMMEDIATE),1.268643140792847,-2.0,5,60.0,0,0,0,0.0,0.0,1.2619449448807645,25703,-793.3000000000001,106.98,74302.85,2025-09-03 10:04:41,2025-09-02 13:28:05,0.03,20.64
695,61104,61107,3,Severe deadlock detected by environment (IMMEDIATE),1.208970308303833,4.0,5,43.0,0,0,0,0.0,0.0,1.2619449448807645,25707,-793.3000000000001,107.75,74415.17,2025-09-03 10:06:32,2025-09-02 13:28:05,0.03,20.671
696,61107,61110,3,Severe deadlock detected by environment (IMMEDIATE),1.1164848804473877,6.0,4,55.0,0,0,0,0.0,0.0,1.2619449448807645,25711,-793.3000000000001,107.85,74527.67,2025-09-03 10:08:25,2025-09-02 13:28:05,0.03,20.702
697,61110,61113,3,Severe deadlock detected by environment (IMMEDIATE),2.318197965621948,-8.0,5,49.0,0,0,0,0.0,0.0,1.2619449448807645,25715,-793.3000000000001,108.39,74640.35,2025-09-03 10:10:17,2025-09-02 13:28:05,0.03,20.733
698,61113,61116,3,Severe deadlock detected by environment (IMMEDIATE),1.0913848876953125,8.0,4,43.0,0,0,0,0.0,0.0,1.2619449448807645,25720,-793.0500000000001,107.08,74753.13,2025-09-03 10:12:11,2025-09-02 13:28:05,0.03,20.765
699,61116,61119,3,Severe deadlock detected by environment (IMMEDIATE),0.7415421009063721,16.0,5,36.0,0,0,0,0.0,0.0,1.2619449448807645,25726,-792.8000000000001,108.19,74866.4,2025-09-03 10:14:03,2025-09-02 13:28:05,0.03,20.796
700,61119,61122,3,Severe deadlock detected by environment (IMMEDIATE),0.9565677046775818,-6.0,5,28.0,0,0,0,0.0,0.0,1.2619449448807645,25731,-793.0500000000001,104.69,74976.63,2025-09-03 10:15:57,2025-09-02 13:28:05,0.029,20.827
701,61122,61125,3,Severe deadlock detected by environment (IMMEDIATE),0.9072644710540771,-5.0,5,31.0,0,0,0,0.0,0.0,1.2619449448807645,25735,-793.3000000000001,108.1,75089.71,2025-09-03 10:17:46,2025-09-02 13:28:05,0.03,20.858
702,61125,61128,3,Severe deadlock detected by environment (IMMEDIATE),1.4434430599212646,10.0,4,43.0,0,0,0,0.0,0.0,1.2619449448807645,25740,-793.0500000000001,107.48,75202.69,2025-09-03 10:19:40,2025-09-02 13:28:05,0.03,20.89
703,61128,61131,3,Severe deadlock detected by environment (IMMEDIATE),1.7914726734161377,-1.0,4,43.0,0,0,0,0.0,0.0,1.2619449448807645,25744,-793.3000000000001,105.79,75312.98,2025-09-03 10:21:32,2025-09-02 13:28:05,0.029,20.92
704,61131,61134,3,Severe deadlock detected by environment (IMMEDIATE),1.676430344581604,13.0,4,35.0,0,0,0,0.0,0.0,1.2619449448807645,25748,-793.3000000000001,108.88,75426.43,2025-09-03 10:23:22,2025-09-02 13:28:05,0.03,20.952
705,61134,61137,3,Severe deadlock detected by environment (IMMEDIATE),2.288933038711548,4.0,4,40.0,0,0,0,0.0,0.0,1.2619449448807645,25753,-793.0500000000001,106.7,75537.73,2025-09-03 10:25:16,2025-09-02 13:28:05,0.03,20.983
706,61137,61140,3,Severe deadlock detected by environment (IMMEDIATE),2.1135623455047607,14.0,4,34.0,0,0,0,0.0,0.0,1.2619449448807645,25756,-793.5500000000001,106.3,75648.59,2025-09-03 10:27:07,2025-09-02 13:28:05,0.03,21.013
707,61140,61143,3,Severe deadlock detected by environment (IMMEDIATE),1.560083508491516,4.0,5,50.0,0,0,0,0.0,0.0,1.2619449448807645,25760,-793.3000000000001,109.86,75763.42,2025-09-03 10:28:58,2025-09-02 13:28:05,0.031,21.045
708,61143,61146,3,Severe deadlock detected by environment (IMMEDIATE),2.369824171066284,6.0,4,38.0,0,0,0,0.0,0.0,1.2619449448807645,25765,-793.0500000000001,105.34,75873.64,2025-09-03 10:30:53,2025-09-02 13:28:05,0.029,21.076
709,61146,61149,3,Severe deadlock detected by environment (IMMEDIATE),1.5252811908721924,-6.0,4,34.0,0,0,0,0.0,0.0,1.2619449448807645,25769,-793.3000000000001,109.25,75988.77,2025-09-03 10:32:44,2025-09-02 13:28:05,0.03,21.108
710,61149,61152,3,Severe deadlock detected by environment (IMMEDIATE),1.693668246269226,3.0,4,56.0,0,0,0,0.0,0.0,1.2619449448807645,25774,-793.0500000000001,105.37,76099.13,2025-09-03 10:34:39,2025-09-02 13:28:05,0.029,21.139
711,61152,61155,3,Severe deadlock detected by environment (IMMEDIATE),1.4418445825576782,1.0,4,43.0,0,0,0,0.0,0.0,1.2619449448807645,25779,-793.0500000000001,105.57,76209.05,2025-09-03 10:36:28,2025-09-02 13:28:05,0.029,21.169
712,61155,61158,3,Severe deadlock detected by environment (IMMEDIATE),1.3501306772232056,-8.0,5,23.0,0,0,0,0.0,0.0,1.2619449448807645,25783,-793.3000000000001,106.61,76320.25,2025-09-03 10:38:19,2025-09-02 13:28:05,0.03,21.2
713,61158,61161,3,Severe deadlock detected by environment (IMMEDIATE),2.135932445526123,-7.0,5,36.0,0,0,0,0.0,0.0,1.2619449448807645,25788,-793.0500000000001,105.89,76430.69,2025-09-03 10:40:10,2025-09-02 13:28:05,0.029,21.231
714,61161,61164,3,Severe deadlock detected by environment (IMMEDIATE),0.4952053129673004,2.0,4,49.0,0,0,0,0.0,0.0,1.2619449448807645,25793,-793.0500000000001,107.09,76543.45,2025-09-03 10:42:01,2025-09-02 13:28:05,0.03,21.262
715,61164,61167,3,Severe deadlock detected by environment (IMMEDIATE),0.9856736063957214,12.0,3,29.0,0,0,0,0.0,0.0,1.2619449448807645,25799,-792.8000000000001,107.37,76655.66,2025-09-03 10:43:53,2025-09-02 13:28:05,0.03,21.293
716,61167,61170,3,Severe deadlock detected by environment (IMMEDIATE),1.5581196546554563,7.0,4,22.0,0,0,0,0.0,0.0,1.2619449448807645,25803,-793.3000000000001,106.97,76767.13,2025-09-03 10:45:45,2025-09-02 13:28:05,0.03,21.324
717,61170,61173,3,Severe deadlock detected by environment (IMMEDIATE),1.5641640424728394,7.0,4,47.0,0,0,0,0.0,0.0,1.2619449448807645,25807,-793.3000000000001,104.62,76876.57,2025-09-03 10:47:37,2025-09-02 13:28:05,0.029,21.355
718,61173,61176,3,Severe deadlock detected by environment (IMMEDIATE),1.962475299835205,0.0,4,55.0,0,0,0,0.0,0.0,1.2619449448807645,25812,-793.0500000000001,105.94,76987.4,2025-09-03 10:49:26,2025-09-02 13:28:05,0.029,21.385
719,61176,61179,3,Severe deadlock detected by environment (IMMEDIATE),1.837785482406616,4.0,4,44.0,0,0,0,0.0,0.0,1.2619449448807645,25816,-793.3000000000001,106.8,77099.43,2025-09-03 10:51:18,2025-09-02 13:28:05,0.03,21.417
720,61179,61182,3,Severe deadlock detected by environment (IMMEDIATE),1.2158039808273315,-9.0,4,36.0,0,0,0,0.0,0.0,1.2619449448807645,25820,-793.3000000000001,106.97,77211.67,2025-09-03 10:53:10,2025-09-02 13:28:05,0.03,21.448
721,61182,61184,2,Early termination at 2 steps,0.8153418302536011,7.0,3,37.0,0,0,0,0.0,0.0,1.2619449448807645,25820,3.8,102.63,77318.95,2025-09-03 10:55:01,2025-09-02 13:28:05,0.029,21.477
721,0,61053,53,Severe deadlock detected by environment (IMMEDIATE),1.163219928741455,4.0,3,32.0,31,317,0,0.0,0.0,1.1108005830937415,40,-23390.722727272736,131.62,131.62,2025-09-03 11:32:52,2025-09-03 11:32:52,0.037,0.037
722,61053,61182,129,Reached exactly 128 steps,1.9062445163726809,-1.0,4,42.0,90,0,0,0.0,3600.0,1.1253468833361326,132,864.9551948051931,250.28,384.8,2025-09-03 11:39:17,2025-09-03 11:32:52,0.07,0.107
723,61182,61311,129,Reached exactly 128 steps,1.048078179359436,11.0,3,32.0,96,0,0,0.0,3600.0,1.0296200700951756,229,581.9619047619041,4.22,646.77,2025-09-03 11:43:34,2025-09-03 11:32:52,0.001,0.18
724,61311,61440,129,Reached exactly 128 steps,1.2046915292739868,0.0,4,41.0,96,0,0,0.0,3600.0,1.073339268282994,326,-9117.514285714313,6.37,888.37,2025-09-03 11:47:34,2025-09-03 11:32:52,0.002,0.247
725,61440,61458,18,Severe deadlock detected by environment (IMMEDIATE),1.9404650926589968,5.0,4,39.0,21,0,0,0.0,3600.0,1.103659251296225,356,-524.4845238095238,51.37,933.37,2025-09-03 11:47:34,2025-09-03 11:32:52,0.014,0.259
726,61458,61555,97,Severe deadlock detected by environment (IMMEDIATE),1.213353991508484,-3.0,4,35.0,60,2,0,0.0,3600.0,1.0973233211742734,420,-49.97857142857277,192.06,1128.12,2025-09-03 11:48:28,2025-09-03 11:32:52,0.053,0.313
727,61555,61587,32,Severe deadlock detected by environment (IMMEDIATE),1.1948765516281128,0.0,4,20.0,29,32,0,0.0,3600.0,1.0951671207166422,454,-3595.7589826839817,77.76,1208.16,2025-09-03 11:51:42,2025-09-03 11:32:52,0.022,0.336
728,61587,61599,12,Severe deadlock detected by environment (IMMEDIATE),2.024742364883423,-6.0,5,26.0,3,0,0,0.0,3600.0,1.1111084770132755,465,-736.688111888112,29.85,1240.88,2025-09-03 11:53:03,2025-09-03 11:32:52,0.008,0.345
729,61599,61620,21,Severe deadlock detected by environment (IMMEDIATE),2.131813764572144,5.0,4,35.0,29,1,0,0.0,3600.0,1.1269365288685789,499,-541.8380952380953,50.0,1293.84,2025-09-03 11:53:36,2025-09-03 11:32:52,0.014,0.359
730,61620,61716,96,Severe deadlock detected by environment (IMMEDIATE),0.9720610976219176,9.0,5,27.0,50,15,0,0.0,3600.0,1.1449437072090076,553,-1452.303571428573,188.25,1484.59,2025-09-03 11:54:28,2025-09-03 11:32:52,0.052,0.412
731,61716,61845,129,Reached exactly 128 steps,0.5408414006233215,4.0,4,55.0,113,0,0,0.0,3600.0,1.1814626153381835,666,469.08928571428487,241.97,1729.14,2025-09-03 12:01:41,2025-09-03 11:32:52,0.067,0.48
732,61845,61877,32,Severe deadlock detected by environment (IMMEDIATE),0.9311126470565796,-3.0,4,53.0,23,0,0,0.0,3600.0,1.2040929233817517,690,-463.1785714285717,65.21,1794.35,2025-09-03 12:01:41,2025-09-03 11:32:52,0.018,0.498
733,61877,62006,129,Reached exactly 128 steps,1.150532364845276,11.0,4,54.0,96,0,0,0.0,3600.0,1.229825979129897,790,992.0369047619026,241.82,2037.63,2025-09-03 12:06:49,2025-09-03 11:32:52,0.067,0.566
734,62006,62135,129,Reached exactly 128 steps,1.0812461376190186,-7.0,4,40.0,93,0,0,0.0,3600.0,1.2506559887556972,885,-5924.490476190495,4.28,2290.2,2025-09-03 12:10:58,2025-09-03 11:32:52,0.001,0.636
735,62135,62173,38,Severe deadlock detected by environment (IMMEDIATE),1.6709617376327517,10.0,3,31.0,16,0,0,0.0,3600.0,1.2674832925386974,907,-492.1846320346321,99.71,2385.63,2025-09-03 12:10:58,2025-09-03 11:32:52,0.028,0.663
736,62173,62302,129,Reached exactly 128 steps,1.1889100074768066,6.0,5,40.0,72,0,0,0.0,3600.0,1.277000415902898,981,-12169.414285714302,235.0,2623.47,2025-09-03 12:16:35,2025-09-03 11:32:52,0.065,0.729
737,62302,62431,129,Reached exactly 128 steps,2.184647560119629,2.0,5,46.0,89,0,0,0.0,3600.0,1.2903886363365829,1073,-253.3702380952389,4.25,2871.42,2025-09-03 12:20:39,2025-09-03 11:32:52,0.001,0.798
738,62431,62560,129,Reached exactly 128 steps,1.298791766166687,-5.0,4,43.0,90,0,0,0.0,3600.0,1.2761771162578497,1164,-127.01428571428752,6.17,3118.76,2025-09-03 12:24:44,2025-09-03 11:32:52,0.002,0.866
739,62560,62602,42,Severe deadlock detected by environment (IMMEDIATE),1.3385401964187622,7.0,4,21.0,18,161,0,0.0,3600.0,1.268203792452972,1189,-15869.282234432236,113.58,3226.17,2025-09-03 12:24:44,2025-09-03 11:32:52,0.032,0.896
740,62602,62667,65,Severe deadlock detected by environment (IMMEDIATE),1.04710054397583,4.0,5,35.0,46,174,0,0.0,3600.0,1.272958630488011,1239,-17495.171428571437,135.99,3365.16,2025-09-03 12:26:41,2025-09-03 11:32:52,0.038,0.935
741,62667,62796,129,Reached exactly 128 steps,1.2027831077575684,1.0,5,40.0,91,0,0,0.0,3600.0,1.2846524024058612,1331,-2965.87857142857,237.41,3604.74,2025-09-03 12:32:56,2025-09-03 11:32:52,0.066,1.001
742,62796,62823,27,Severe deadlock detected by environment (IMMEDIATE),1.4943076372146606,-12.0,3,25.0,19,24,0,0.0,3600.0,1.2920178968732765,1356,-2913.0738095238094,65.19,3669.94,2025-09-03 12:32:56,2025-09-03 11:32:52,0.018,1.019
743,62823,62942,119,Severe deadlock detected by environment (IMMEDIATE),1.420132398605347,0.0,6,39.0,87,146,0,0.0,3600.0,1.291571483046516,1447,-14095.161904761906,253.21,3925.53,2025-09-03 12:34:04,2025-09-03 11:32:52,0.07,1.09
744,62942,63071,129,Reached exactly 128 steps,1.7103986740112305,2.0,5,35.0,75,0,0,0.0,3600.0,1.283292489224082,1523,-298.3583333333347,234.8,4163.08,2025-09-03 12:42:15,2025-09-03 11:32:52,0.065,1.156
745,63071,63133,62,Severe deadlock detected by environment (IMMEDIATE),1.5099982023239136,-5.0,4,27.0,48,46,0,0.0,3600.0,1.2909924068038696,1578,-4703.087912087913,132.21,4295.3,2025-09-03 12:42:15,2025-09-03 11:32:52,0.037,1.193
746,63133,63149,16,Severe deadlock detected by environment (IMMEDIATE),0.4711263179779053,4.0,5,45.0,13,0,0,0.0,3600.0,1.2903506865536256,1597,-613.7285714285715,36.73,4335.22,2025-09-03 12:44:30,2025-09-03 11:32:52,0.01,1.204
747,63149,63278,129,Reached exactly 128 steps,2.239209175109864,-9.0,3,47.0,121,0,0,0.0,3600.0,1.287151643718853,1720,870.0380952380938,242.91,4580.51,2025-09-03 12:49:12,2025-09-03 11:32:52,0.067,1.272
748,63278,63407,129,Reached exactly 128 steps,1.5823943614959717,-4.0,4,38.0,75,0,0,0.0,3600.0,1.273440653010263,1797,-3195.898268398268,4.37,4837.18,2025-09-03 12:53:25,2025-09-03 11:32:52,0.001,1.344
749,63407,63458,51,Severe deadlock detected by environment (IMMEDIATE),1.7985395193099976,14.0,5,34.0,43,2,0,0.0,3600.0,1.2508335160033317,1845,-365.2785714285715,117.02,4949.83,2025-09-03 12:53:25,2025-09-03 11:32:52,0.033,1.375
750,63458,63518,60,Severe deadlock detected by environment (IMMEDIATE),1.26197612285614,6.0,4,39.0,44,284,0,0.0,3600.0,1.249393744206442,1895,-23368.32316017316,153.49,5105.4,2025-09-03 12:55:24,2025-09-03 11:32:52,0.043,1.418
751,63518,63562,44,Severe deadlock detected by environment (IMMEDIATE),1.2415740489959717,12.0,4,52.0,35,42,0,0.0,3600.0,1.2573177108387996,1934,-4479.217857142858,95.34,5203.98,2025-09-03 12:58:00,2025-09-03 11:32:52,0.026,1.446
752,63562,63691,129,Reached exactly 128 steps,0.8761841654777527,0.0,5,54.0,103,0,0,0.0,3600.0,1.2609714710573898,2039,858.9416666666655,241.38,5447.62,2025-09-03 13:03:39,2025-09-03 11:32:52,0.067,1.513
753,63691,63697,6,Severe deadlock detected by environment (IMMEDIATE),1.900191068649292,14.0,5,39.0,2,0,0,0.0,3600.0,1.2633991462143384,2045,-757.7,14.83,5462.46,2025-09-03 13:03:39,2025-09-03 11:32:52,0.004,1.517
754,63697,63776,79,Severe deadlock detected by environment (IMMEDIATE),1.6767624616622925,4.0,4,36.0,76,11,0,0.0,3600.0,1.267992805863753,2125,-875.6000000000007,162.59,5627.33,2025-09-03 13:03:56,2025-09-03 11:32:52,0.045,1.563
755,63776,63905,129,Reached exactly 128 steps,1.4715423583984375,-3.0,3,44.0,109,0,0,0.0,3600.0,1.2770224876966805,2236,309.7107142857142,252.38,5881.73,2025-09-03 13:10:53,2025-09-03 11:32:52,0.07,1.634
756,63905,64034,129,Reached exactly 128 steps,0.6883338689804077,8.0,4,41.0,104,0,0,0.0,3600.0,1.2677164411886908,2342,285.4416666666664,4.33,6145.7,2025-09-03 13:15:13,2025-09-03 11:32:52,0.001,1.707
757,64034,64163,129,Reached exactly 128 steps,1.1468584537506104,6.0,4,51.0,71,0,0,0.0,3600.0,1.261845125344646,2416,623.9285714285702,5.93,6377.45,2025-09-03 13:19:03,2025-09-03 11:32:52,0.002,1.772
758,64163,64200,37,Severe deadlock detected by environment (IMMEDIATE),0.5534183979034424,4.0,4,21.0,19,0,0,0.0,3600.0,1.2648585629522322,2440,-497.23722943722936,105.57,6477.1,2025-09-03 13:19:03,2025-09-03 11:32:52,0.029,1.799
759,64200,64287,87,Severe deadlock detected by environment (IMMEDIATE),0.905892252922058,-2.0,4,41.0,55,189,0,0.0,3600.0,1.263421458577929,2499,-18841.28928571429,170.09,6650.3,2025-09-03 13:20:52,2025-09-03 11:32:52,0.047,1.847
760,64287,64416,129,Reached exactly 128 steps,1.9738084077835083,1.0,4,35.0,96,0,0,0.0,3600.0,1.2600133191338616,2598,124.04761904761848,262.19,6914.67,2025-09-03 13:28:06,2025-09-03 11:32:52,0.073,1.921
761,64416,64432,16,Severe deadlock detected by environment (IMMEDIATE),1.0572718381881714,15.0,4,47.0,9,3,0,0.0,3600.0,1.2583143008941464,2613,-958.027380952381,39.79,6954.47,2025-09-03 13:28:06,2025-09-03 11:32:52,0.011,1.932
762,64432,64485,53,Severe deadlock detected by environment (IMMEDIATE),0.8849958777427673,9.0,4,36.0,39,88,0,0.0,3600.0,1.2581879068263062,2659,-9006.991666666665,122.88,7079.85,2025-09-03 13:28:49,2025-09-03 11:32:52,0.034,1.967
763,64485,64614,129,Reached exactly 128 steps,2.0127265453338623,8.0,5,27.0,89,0,0,0.0,3600.0,1.2626267101513535,2750,828.4869047619029,249.21,7332.21,2025-09-03 13:35:04,2025-09-03 11:32:52,0.069,2.037
764,64614,64743,129,Reached exactly 128 steps,1.2825952768325806,9.0,4,40.0,132,0,0,0.0,3600.0,1.2627066678202277,2883,-226.34101731601825,4.25,7578.68,2025-09-03 13:39:06,2025-09-03 11:32:52,0.001,2.105
765,64743,64872,129,Reached exactly 128 steps,1.561646819114685,6.0,4,36.0,85,0,0,0.0,3600.0,1.25466557866771,2975,602.7583333333325,5.79,7830.16,2025-09-03 13:43:16,2025-09-03 11:32:52,0.002,2.175
766,64872,65001,129,Reached exactly 128 steps,1.672550916671753,-1.0,4,42.0,99,0,0,0.0,3600.0,1.2562380775217614,3074,834.3357142857163,8.07,8066.68,2025-09-03 13:47:10,2025-09-03 11:32:52,0.002,2.241
767,65001,65130,129,Reached exactly 128 steps,1.7073931694030762,7.0,5,43.0,90,0,0,0.0,3600.0,1.256689943815897,3168,1130.6520562770563,10.31,8314.68,2025-09-03 13:51:16,2025-09-03 11:32:52,0.003,2.31
768,65130,65162,32,Severe deadlock detected by environment (IMMEDIATE),1.598181962966919,4.0,4,41.0,36,24,0,0.0,3600.0,1.2604768305905618,3206,-2715.723809523809,87.4,8391.77,2025-09-03 13:51:16,2025-09-03 11:32:52,0.024,2.331
769,65162,65291,129,Reached exactly 128 steps,0.8473243713378906,1.0,4,24.0,83,0,0,0.0,3600.0,1.2653755178795192,3290,462.405952380952,236.8,8630.99,2025-09-03 13:56:43,2025-09-03 11:32:52,0.066,2.397
770,65291,65420,129,Reached exactly 128 steps,0.6877461075782776,0.0,5,45.0,104,0,0,0.0,3600.0,1.2637343575273383,3395,1401.7035714285755,4.32,8874.43,2025-09-03 14:00:42,2025-09-03 11:32:52,0.001,2.465
771,65420,65549,129,Reached exactly 128 steps,1.1454778909683228,14.0,3,25.0,108,0,0,0.0,3600.0,1.2654366234625842,3505,1215.3642857142863,6.27,9120.91,2025-09-03 14:04:46,2025-09-03 11:32:52,0.002,2.534
772,65549,65583,34,Severe deadlock detected by environment (IMMEDIATE),1.437381386756897,5.0,4,32.0,40,18,0,0.0,3600.0,1.268354801679083,3549,-2071.97380952381,85.54,9200.18,2025-09-03 14:04:46,2025-09-03 11:32:52,0.024,2.556
773,65583,65625,42,Severe deadlock detected by environment (IMMEDIATE),1.1678792238235474,-5.0,5,41.0,50,166,0,0.0,3600.0,1.2673388256564353,3601,-15851.273809523813,98.58,9301.04,2025-09-03 14:06:14,2025-09-03 11:32:52,0.027,2.584
774,65625,65689,64,Severe deadlock detected by environment (IMMEDIATE),0.9033412337303162,-5.0,4,31.0,35,3,0,0.0,3600.0,1.2597041692027573,3640,-505.1334415584415,140.72,9443.48,2025-09-03 14:07:54,2025-09-03 11:32:52,0.039,2.623
775,65689,65818,129,Reached exactly 128 steps,1.0678515434265137,7.0,5,25.0,100,0,0,0.0,3600.0,1.2515455221540226,3741,852.3678571428566,253.25,9699.11,2025-09-03 14:14:31,2025-09-03 11:32:52,0.07,2.694
776,65818,65862,44,Severe deadlock detected by environment (IMMEDIATE),1.319414734840393,12.0,4,40.0,26,55,0,0.0,3600.0,1.2512776017042333,3771,-5869.071428571428,94.02,9793.14,2025-09-03 14:14:31,2025-09-03 11:32:52,0.026,2.72
777,65862,65985,123,Severe deadlock detected by environment (IMMEDIATE),0.5498316884040833,-8.0,5,37.0,80,256,0,0.0,3600.0,1.2518431053261343,3856,-25149.441666666644,254.11,10049.4,2025-09-03 14:16:07,2025-09-03 11:32:52,0.071,2.792
